,Spraak,Q1_natur_kom_1,Q1_natur_kom_2,Q1_natur_kom_3,Q1_kultur_kom_1,Q1_kultur_kom_2,Q1_kultur_kom_3,Q1_kultur_kom_4,Q1_kultur_kom_5,Q1_kultur_kom_6,Q1_kultur_kom_7,Q1_arbeid_kom_1,Q1_arbeid_kom_2,Q1_arbeid_kom_3,Q1_samferdsel_kom_1,Q1_samferdsel_kom_2,Q1_samferdsel_kom_3,Q1_samferdsel_kom_4,Q1_samferdsel_kom_5,Q1_samferdsel_kom_6,Q1_renovasjon_kom_1,Q1_renovasjon_kom_2,Q2_1,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q5_1,Q6_1,Q7_1,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q10_1,Q11_1,Q13_1,Q14_1,Q15_1,Q15_2,Q15_3,Q15_4,Q16,Q18,Q19_1,Q19_2,Q46a,Q48a,Q52a,Q55a_1,Q55a_2,Q55a_3,Q55a_4,Q55a_9,Q60a,Q62a,Q64a_1,Q64a_2,Q64a_3,Q64a_4,Q64a_5,Q64a_6,Q64a_7,Q64a_8,Q64a_9,Q65a_1,Q65a_2,Q65a_3,Q65a_4,Q65a_5,Q65a_6,Q65ana,Q66a_1,Q68a,Id,Alderkat,Q56a,Q61a,Kommunestr,Fylke,Q49a,Sentralitet,Q57a,Q58a,Q63a,Q67a,Q53a,Q54a
34,1.0,6.0,6.0,6.0,5.0,6.0,3.0,1.0,8.0,3.0,3.0,7.0,5.0,8.0,2.0,5.0,8.0,5.0,5.0,3.0,7.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,6.0,8.0,1.0,5.0,1.0,8.0,8.0,3.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,100569.0,4,1.0,8.0,4.0,3,5.0,4.0,1.0,1.0,4.0,1.0,2.0,0.0
35,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,6.0,4.0,4.0,4.0,8.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,5.0,7.0,6.0,,6.0,,3.0,4.0,3.0,5.0,4.0,4.0,6.0,4.0,7.0,5.0,4.0,5.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,100575.0,4,4.0,8.0,3.0,6,5.0,4.0,1.0,1.0,4.0,1.0,2.0,0.0
36,1.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,4.0,3.0,4.0,5.0,3.0,7.0,5.0,7.0,6.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,7.0,6.0,6.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,100579.0,5,2.0,6.0,3.0,12,5.0,4.0,4.0,0.0,2.0,1.0,2.0,0.0
37,1.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,6.0,7.0,7.0,8.0,8.0,5.0,5.0,5.0,4.0,5.0,5.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,8.0,6.0,6.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0,6.0,1.0,5.0,5.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,100584.0,2,1.0,7.0,3.0,2,4.0,4.0,1.0,1.0,4.0,1.0,4.0,2.0
38,1.0,7.0,7.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,7.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,7.0,7.0,4.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,5.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,12.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100591.0,5,2.0,6.0,1.0,11,5.0,4.0,4.0,0.0,4.0,2.0,2.0,0.0
39,1.0,7.0,7.0,7.0,8.0,8.0,6.0,8.0,6.0,3.0,8.0,7.0,1.0,8.0,1.0,4.0,1.0,1.0,8.0,6.0,7.0,3.0,7.0,2.0,8.0,2.0,8.0,8.0,6.0,6.0,9999.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,9999.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,13.0,1.0,6.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,100598.0,4,4.0,2.0,1.0,20,3.0,1.0,5.0,0.0,3.0,1.0,1.0,0.0
40,2.0,7.0,7.0,7.0,8.0,8.0,6.0,4.0,8.0,6.0,6.0,7.0,6.0,8.0,2.0,5.0,3.0,8.0,4.0,3.0,6.0,5.0,7.0,8.0,8.0,5.0,8.0,4.0,7.0,6.0,7.0,5.0,5.0,4.0,5.0,6.0,5.0,8.0,8.0,6.0,5.0,8.0,5.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,7.0,1.0,6.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,100602.0,2,2.0,4.0,2.0,14,5.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0
41,1.0,4.0,3.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,8.0,3.0,4.0,4.0,3.0,5.0,5.0,6.0,6.0,6.0,4.0,5.0,3.0,5.0,4.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,5.0,7.0,6.0,4.0,6.0,6.0,7.0,6.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,1.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,100653.0,2,4.0,7.0,4.0,50,5.0,4.0,1.0,2.0,4.0,1.0,2.0,0.0
42,5.0,4.0,4.0,4.0,5.0,5.0,,2.0,,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,14.0,3.0,1.0,1.0,6.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,100712.0,1,,3.0,2.0,5,,4.0,,0.0,5.0,9999.0,0.0,
43,1.0,4.0,4.0,5.0,5.0,6.0,2.0,1.0,6.0,4.0,5.0,3.0,4.0,8.0,4.0,3.0,3.0,4.0,5.0,5.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,5.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,100724.0,5,4.0,2.0,2.0,7,5.0,4.0,4.0,0.0,1.0,2.0,1.0,0.0
44,1.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,6.0,7.0,6.0,,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,1.0,1.0,2.0,2.0,12.0,1.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,100727.0,5,2.0,9.0,4.0,2,5.0,4.0,4.0,0.0,4.0,2.0,2.0,0.0
46,4.0,5.0,6.0,,4.0,4.0,4.0,4.0,5.0,4.0,5.0,6.0,4.0,5.0,5.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,4.0,4.0,6.0,4.0,6.0,6.0,6.0,6.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,6.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0,14.0,1.0,7.0,7.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,100771.0,2,4.0,9.0,4.0,50,2.0,4.0,3.0,0.0,2.0,9999.0,0.0,
47,1.0,6.0,6.0,7.0,6.0,6.0,6.0,1.0,6.0,8.0,7.0,7.0,2.0,3.0,5.0,5.0,1.0,4.0,3.0,6.0,4.0,2.0,7.0,2.0,2.0,5.0,5.0,3.0,6.0,5.0,4.0,7.0,6.0,6.0,2.0,5.0,5.0,8.0,8.0,7.0,1.0,6.0,5.0,8.0,5.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,7.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,100781.0,2,3.0,7.0,2.0,4,5.0,3.0,1.0,1.0,4.0,1.0,4.0,2.0
48,1.0,6.0,6.0,6.0,8.0,6.0,7.0,7.0,4.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,5.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,5.0,6.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,100801.0,5,4.0,7.0,4.0,50,5.0,4.0,4.0,0.0,4.0,1.0,2.0,0.0
49,1.0,7.0,6.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,2.0,3.0,3.0,5.0,4.0,8.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,6.0,4.0,5.0,3.0,4.0,5.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,7.0,1.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,100822.0,2,4.0,8.0,2.0,5,5.0,3.0,1.0,2.0,4.0,1.0,4.0,2.0
50,1.0,6.0,7.0,5.0,6.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,6.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,6.0,4.0,4.0,4.0,4.0,5.0,6.0,4.0,5.0,5.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,100837.0,5,4.0,6.0,3.0,6,5.0,4.0,4.0,0.0,4.0,,1.0,
51,1.0,4.0,5.0,2.0,5.0,6.0,3.0,3.0,5.0,5.0,4.0,6.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,3.0,2.0,4.0,6.0,6.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,14.0,1.0,5.0,6.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,100855.0,2,2.0,6.0,2.0,7,4.0,4.0,1.0,1.0,4.0,2.0,4.0,2.0
52,1.0,3.0,3.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,4.0,5.0,5.0,1.0,2.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,1.0,6.0,5.0,5.0,8.0,5.0,2.0,,2.0,2.0,8.0,1.0,7.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,100858.0,4,4.0,7.0,4.0,2,5.0,4.0,1.0,2.0,3.0,1.0,3.0,0.0
53,1.0,7.0,7.0,7.0,6.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,7.0,8.0,6.0,5.0,5.0,6.0,6.0,6.0,4.0,4.0,3.0,2.0,3.0,3.0,1.0,4.0,8.0,5.0,5.0,6.0,1.0,7.0,5.0,8.0,4.0,2.0,3.0,3.0,2.0,1.0,11.0,1.0,4.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,100875.0,4,4.0,9.0,1.0,15,5.0,3.0,1.0,2.0,3.0,1.0,2.0,0.0
54,1.0,2.0,6.0,7.0,6.0,5.0,1.0,1.0,8.0,8.0,3.0,6.0,2.0,3.0,5.0,6.0,6.0,8.0,6.0,4.0,6.0,3.0,6.0,8.0,8.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,7.0,6.0,8.0,7.0,8.0,8.0,8.0,5.0,6.0,6.0,7.0,5.0,6.0,2.0,2.0,2.0,2.0,13.0,1.0,6.0,6.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,100920.0,2,2.0,4.0,2.0,11,5.0,4.0,3.0,0.0,4.0,1.0,4.0,2.0
55,1.0,5.0,6.0,,3.0,2.0,4.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,4.0,5.0,6.0,5.0,2.0,1.0,3.0,3.0,6.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,5.0,5.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,2.0,2.0,2.0,6.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,7.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100932.0,3,2.0,4.0,3.0,9,5.0,4.0,1.0,2.0,3.0,,3.0,2.0
56,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,1.0,1.0,2.0,10.0,1.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,100956.0,4,4.0,8.0,3.0,4,5.0,4.0,1.0,2.0,4.0,1.0,3.0,0.0
57,1.0,,,7.0,8.0,2.0,5.0,3.0,7.0,5.0,4.0,6.0,2.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,8.0,7.0,7.0,7.0,9999.0,9999.0,9999.0,8.0,8.0,7.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,9999.0,8.0,8.0,6.0,2.0,2.0,2.0,2.0,1.0,3.0,6.0,8.0,6.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,100959.0,3,2.0,3.0,4.0,11,4.0,4.0,1.0,2.0,3.0,9999.0,4.0,2.0
58,1.0,6.0,6.0,6.0,3.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,8.0,3.0,5.0,4.0,8.0,3.0,2.0,5.0,4.0,7.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,3.0,6.0,6.0,8.0,5.0,5.0,1.0,6.0,4.0,6.0,4.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,100971.0,3,4.0,7.0,3.0,5,5.0,3.0,1.0,2.0,3.0,1.0,4.0,2.0
59,1.0,6.0,4.0,6.0,6.0,5.0,7.0,6.0,6.0,5.0,6.0,7.0,6.0,8.0,3.0,2.0,1.0,2.0,4.0,5.0,5.0,6.0,7.0,6.0,7.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,4.0,5.0,7.0,8.0,8.0,3.0,7.0,5.0,6.0,5.0,6.0,2.0,2.0,1.0,2.0,5.0,2.0,4.0,5.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,100972.0,3,4.0,4.0,3.0,19,3.0,4.0,1.0,2.0,4.0,1.0,3.0,1.0
60,1.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,5.0,8.0,6.0,6.0,5.0,8.0,6.0,5.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,9999.0,6.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,9999.0,8.0,8.0,8.0,3.0,3.0,3.0,3.0,11.0,1.0,6.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,100996.0,1,3.0,9.0,3.0,2,5.0,4.0,7.0,0.0,3.0,9999.0,4.0,0.0
61,1.0,2.0,5.0,5.0,6.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,6.0,8.0,2.0,5.0,5.0,3.0,8.0,5.0,6.0,6.0,4.0,5.0,6.0,4.0,2.0,6.0,5.0,3.0,5.0,3.0,6.0,3.0,7.0,3.0,5.0,3.0,5.0,7.0,7.0,6.0,6.0,4.0,5.0,4.0,2.0,1.0,1.0,2.0,12.0,2.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,100998.0,2,3.0,6.0,4.0,3,5.0,4.0,1.0,2.0,4.0,1.0,1.0,
62,1.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,5.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,7.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,101003.0,4,4.0,8.0,3.0,2,5.0,4.0,1.0,1.0,4.0,1.0,2.0,0.0
63,1.0,4.0,5.0,4.0,2.0,8.0,4.0,5.0,4.0,6.0,5.0,4.0,1.0,8.0,3.0,3.0,3.0,2.0,4.0,4.0,8.0,4.0,5.0,3.0,8.0,3.0,3.0,5.0,1.0,1.0,1.0,8.0,1.0,4.0,8.0,3.0,8.0,3.0,8.0,2.0,2.0,3.0,9999.0,1.0,8.0,2.0,2.0,1.0,3.0,2.0,14.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,101007.0,1,2.0,2.0,2.0,20,5.0,1.0,2.0,0.0,4.0,2.0,3.0,1.0
64,1.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,4.0,4.0,4.0,1.0,2.0,5.0,4.0,5.0,8.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,6.0,5.0,1.0,4.0,1.0,6.0,8.0,2.0,7.0,4.0,7.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,101049.0,2,2.0,7.0,3.0,7,4.0,4.0,1.0,1.0,4.0,2.0,5.0,3.0
65,1.0,4.0,,5.0,4.0,,4.0,,4.0,,4.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,101072.0,3,4.0,8.0,4.0,3,5.0,4.0,1.0,1.0,4.0,1.0,2.0,0.0
66,1.0,1.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,2.0,2.0,8.0,8.0,5.0,6.0,7.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,7.0,6.0,7.0,3.0,8.0,8.0,8.0,6.0,5.0,7.0,6.0,7.0,4.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,101091.0,4,4.0,8.0,3.0,15,4.0,3.0,1.0,1.0,4.0,1.0,3.0,0.0
67,1.0,2.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,8.0,3.0,5.0,5.0,8.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,4.0,6.0,,8.0,7.0,6.0,6.0,6.0,6.0,4.0,6.0,2.0,1.0,1.0,2.0,5.0,1.0,4.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,101092.0,3,4.0,6.0,4.0,3,5.0,4.0,1.0,2.0,3.0,1.0,4.0,1.0
68,1.0,2.0,2.0,2.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,2.0,3.0,5.0,4.0,6.0,5.0,7.0,6.0,6.0,7.0,2.0,6.0,6.0,7.0,5.0,6.0,3.0,6.0,6.0,6.0,4.0,4.0,4.0,3.0,4.0,7.0,5.0,6.0,5.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,101104.0,4,1.0,,4.0,50,5.0,4.0,5.0,0.0,3.0,1.0,,
70,1.0,7.0,7.0,7.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,9999.0,8.0,8.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,6.0,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,101128.0,5,1.0,2.0,2.0,5,5.0,3.0,4.0,0.0,1.0,1.0,,
